,popularity,budget,revenue,vote_average,release_month
0,10.0,3.5277213578134523,5.441400785234444,6,6
1,8.61577201707728,3.5277213578134523,1.3605448804221045,7,5
2,3.97499794298232,2.5862990098590455,1.0614329691898001,6,3
3,3.3870264971162642,4.704499292756461,7.43546243927777,8,12
4,2.8297702512860075,4.469143705767859,5.415229889322609,7,4
5,2.761764670750142,3.17468797733055,1.916050270305256,7,12
6,2.623415148975678,3.6453991513077533,1.584046776228114,6,6
7,2.3241974462906168,2.5392278924613256,2.140496384870623,8,9
8,2.244392133236776,1.7390188967000795,4.158650118415516,6,6
9,1.9177671332292001,4.116110325284957,3.0692317613524684,8,6
10,1.8794092863691791,5.763599434205169,3.1661792476541217,6,10
11,1.876100777313178,4.139645954590493,0.6614680432846849,5,2
12,1.8547205266353322,0.3504209334673291,0.13255199171975712,8,1
13,1.8141404337036087,2.0685167184841218,0.8759179538046824,6,7
14,1.8019929636352625,6.587343988665275,5.0513493204244195,7,4
15,1.7878873097501182,1.0329521357342741,0.5599848627605635,7,12
16,1.7428233123981385,1.127094370529715,1.1712052460769105,6,1
17,1.6892911326075777,3.057010183836249,1.864465478508124,7,7
18,1.684329430123337,2.233265629376143,1.949847970245881,7,3
19,1.6601181652821135,3.7630769448020542,2.3387454953640443,6,11
20,1.6556251657210452,4.469143705767859,0.751519786397199,6,5
21,1.6177063109908774,0.7034543139502316,0.32971286793775345,7,6
22,1.4875754616253878,2.5862990098590455,1.6914968289836565,6,5
23,1.4277203399424057,0.9388099009388334,2.0479966548134314,5,2
24,1.4088157865935562,0.6563831965525113,0.4794040111180108,7,12
25,1.3841579503384698,3.5277213578134523,2.4530961879369366,7,7
26,1.383501887514573,1.5978055445069184,0.7760674177004525,6,6
27,1.3650811956569129,1.9037678075921005,1.4517393031387003,8,1
28,1.2312322527275268,0.46809872696162996,0.31762102206359305,8,11
29,1.202915441323821,1.433056633614897,1.1190230872090632,6,9
30,1.1818953582221257,1.150629929228575,0.36695687017910483,7,3
31,1.175288344765016,0.6799187552513715,1.0336350517116135,7,5
32,1.105694146300676,0.9388099009388334,0.5846130906946823,7,10
33,1.104581810579383,1.3624499575183167,0.5398903445123695,6,8
34,1.0782983694898531,0.13860090517758755,0.1272755117095391,8,10
35,1.0119914580862868,4.116110325284957,1.1933325517111524,7,11
36,0.9811392245955892,1.1741654879274352,0.2572766261742106,6,3
37,0.9780950809658531,0.2562786986718884,0.22317458389293834,7,11
38,0.970634033786508,0.6563831965525113,0.7249130582179935,8,8
39,0.933582249147073,2.115587835881842,0.5047505118546673,6,10
40,0.9332842316998038,0.7034543139502316,0.1238245572524946,7,10
41,0.9253711560221081,1.7625544553989394,0.3888005812270363,7,8
42,0.9170130247873511,0.5857765204559309,0.15326150058601692,7,4
43,0.916225082421682,0.23274313997302826,0.05153248200236481,6,9
44,0.9020315088420232,3.17468797733055,1.3261557849962702,7,3
45,0.8995509607712632,0.2798142573707486,0.307431674437174,6,7
46,0.8886628645340018,0.7034543139502316,0.0,5,1
47,0.8743489319242658,0.09152978777986721,0.032588502410579326,7,10
48,0.8737750285390361,0.2751071456309766,0.14478536884413026,7,11
49,0.8530287091757783,0.8211321074445326,0.699494024827768,7,9
50,0.8479399778915319,1.291843281421736,0.7313577435740691,7,9
51,0.8465090090704628,1.409521074916037,0.36359463025784533,6,12
52,0.7923025761743814,2.4686212163647445,0.48074215319095104,6,12
53,0.7831361900928089,0.46809872696162996,0.13160764353410326,6,10
54,0.7815157391714922,0.609312079154791,0.10973633592365409,6,7
55,0.7805431654473418,1.409521074916037,0.10936004334777155,5,1
56,0.7751309503215529,0.3504209334673291,0.23077975215919078,7,11
57,0.7729747956064166,1.6448766619046387,0.06382492425513855,5,1
58,0.7539059233802299,0.7034543139502316,0.302087504473975,7,9
59,0.7536612640923903,2.821654620383206,0.6039088365791956,4,8
60,0.7468241435727401,0.07976200843043713,0.14533115234540794,6,3
61,0.728628708035854,1.5271988684103377,0.8472612748744656,7,5
62,0.7258677264567279,1.1765190437973212,0.5535237798117776,7,2
63,0.7135250140322866,0.8211321074445326,0.2960542257670113,6,8
64,0.7108471014059088,2.3509434228704436,0.3373020340805345,6,11
65,0.7065466156586918,0.46809872696162996,0.0,5,5
66,0.7065256968348245,0.8211321074445326,0.4959024880309734,7,11
67,0.7023125244394014,0.8211321074445326,0.5061855007490121,6,7
68,0.6956609447923134,0.30334981606960876,0.11809497015952165,7,9
69,0.6913013406298192,0.5857765204559309,0.1544954293241865,7,9
70,0.6771198939045763,3.5277213578134523,0.46157846527079405,6,9
71,0.6485083999385655,2.3274078641715836,0.8852511069339485,6,11
72,0.642955816472913,0.8211321074445326,0.17481024550943539,7,11
73,0.6351912947618115,0.5857765204559309,0.18837276957915378,6,11
74,0.6305412524360577,0.056226449731576957,0.018745396511115082,5,6
75,0.6274407189332881,0.7975965487456724,0.226543766096926,7,4
76,0.624243473766552,1.8802322488932406,1.676011375287251,7,9
77,0.6228519172223345,0.39749205086504946,0.0862841975539446,5,11
78,0.6211280848671228,0.8211321074445326,0.21995978209424918,7,9
79,0.6140838983083221,0.2562786986718884,0.0066989433152178455,6,1
80,0.6061065503022225,0.7269898726490919,0.37527941245417057,6,7
81,0.6013137142657223,0.8211321074445326,0.3431162803520075,5,5
82,0.5999524748575444,0.09152978777986721,0.0006727003655297367,5,5
83,0.592761553360312,1.1741654879274352,0.011951547768937693,6,3
84,0.5837934413484382,0.11506534647872739,0.21203857278823113,7,7
85,0.5771718756660296,1.1741654879274352,0.8641376478113152,6,12
86,0.5674091515185581,0.23274313997302826,0.0,4,1
87,0.5650780669284734,1.5036633097114778,0.3507857087743882,8,7
88,0.5523821598691706,0.2781667682618284,0.065935507630806,7,10
89,0.5328239690673049,0.19743980192473798,0.15649305230455623,7,2
90,0.5278725744093176,0.23274313997302826,0.19012010367346893,6,8
91,0.5257182387223437,0.7034543139502316,0.38683090354114935,5,4
92,0.5002209209703175,0.09152978777986721,0.18034512871545297,4,1
93,0.46442214356340217,0.7034543139502316,0.17711055345482435,6,6
94,0.45747921623897375,0.5387054030582105,0.286894525445878,6,1
95,0.45430137403930304,0.3504209334673291,0.05342705288945596,6,10
96,0.4529364965748003,0.11506534647872739,0.3539451916169206,6,9
97,0.4493390652123385,1.2447721640240157,0.35871101298461516,6,9
98,0.43897848714216914,0.20685402540428205,0.00018024768869019024,5,11
99,0.43865409378654546,0.3504209334673291,0.22127836641574386,6,11
100,0.43726071821416546,0.46809872696162996,0.0007499103416409249,6,3
101,0.4278575553001236,0.11506534647872739,0.19564536259628434,7,8
102,0.426541791596005,0.013862444073628641,0.06466562354848071,7,6
103,0.4205393018315249,0.6563831965525113,0.10141299911493588,6,8
104,0.42047290730359815,0.2562786986718884,0.2215338611150509,7,4
105,0.4170085681683533,0.7034543139502316,0.3775331017666561,6,12
106,0.41225514440870464,0.2798142573707486,0.11593806655046734,6,1
107,0.41070775778524354,0.5857765204559309,0.2611163664399085,5,9
108,0.407724551598947,1.291843281421736,0.2684870214475591,6,10
109,0.4054504632246167,0.3457138217275571,0.4400963497237617,6,7
110,0.4054022589783138,0.23274313997302826,0.2807815524969486,5,10
111,0.3987073258266892,0.3504209334673291,0.029608641696304873,7,10
112,0.3984123400930239,0.4563309476121999,0.11572769848648101,6,10
113,0.39105952508934005,1.7390188967000795,1.1202350422382557,6,2
114,0.3873956991989546,0.46809872696162996,0.15806997151352742,7,6
115,0.37913518914224514,0.2562786986718884,0.0,6,5
116,0.37114480476764855,0.9388099009388334,0.03834163789913471,6,2
117,0.3607802854697911,0.020923111683286696,0.22607211150687184,6,4
118,0.3570491555373976,0.8211321074445326,0.1857993613629819,6,5
119,0.3527723171562914,0.23274313997302826,0.37499058688838344,6,6
120,0.34604009392733814,0.13860090517758755,0.14879597339203435,6,11
121,0.3447901184084256,0.9388099009388334,0.12305312259873886,6,11
122,0.34080159599105597,0.1856720225753079,0.013515290661907424,7,12
123,0.3250700341001083,0.039751558642374826,0.0,6,10
124,0.31554226775694366,0.46809872696162996,0.0,6,8
125,0.31447146651202507,0.04445867038214687,0.00531008051481547,7,8
126,0.30540179209441876,0.2798142573707486,0.0,6,5
127,0.3049712887626564,0.2562786986718884,0.0984757376280288,6,7
128,0.29474289340561666,0.3504209334673291,0.0,6,9
129,0.2895222825795978,0.4210276095639096,0.1485717818805649,6,7
130,0.28859760993039,0.012215402140323708,0.0,8,5
131,0.2879145648554179,0.2798142573707486,0.216692598597295,6,9
132,0.2839208885249216,0.23274313997302826,0.027278335611566305,6,3
133,0.2808039837686905,0.9388099009388334,0.38292730218373694,6,3
134,0.27648257919760605,1.409521074916037,0.0,5,12
135,0.27434552427817477,0.5857765204559309,0.08952964462346501,6,8
136,0.27199897794870953,0.3268853747684689,0.057531498692549754,7,10
